allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championName,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
1,0,6,0,0,0,0,11677,14,56,Nocturne,17,2,0,26568,0,30855,0,4,1,0,4,27,0,False,False,False,False,False,True,0,9904,9025,0,0,0,0,3047,3153,7016,1028,1036,0,3364,18,2,4,0,2,1,843,3204,888,10038,0,163,0,0,0,0,0,4,0,187054,15635,20032,0,0,0,380,False,JUNGLE,137,1578,116,229759,17683,0,31338,12,16720,0,30,530,145,1,0,39499,1159,1267,0,0,3,0,15,1,0,3,True
0,4,8,0,0,0,6,10937,13,498,Xayah,11,6,1215,20521,1215,5246,0,4,3,2,0,35,0,False,True,False,False,False,True,0,11913,11025,0,0,0,0,2031,7006,0,3046,6675,3006,3340,25,2,10,459,6,3,721,1378,971,4155,0,12,0,0,0,0,0,15,0,121065,20327,6937,0,0,0,841,False,BOTTOM,22,1578,4,123299,21883,0,11893,0,1960,0,168,54,121,1,1,855,585,800,0,0,3,0,33,3,6,13,True
0,0,17,0,0,0,0,7324,11,117,Lulu,8,13,251,3012,251,7453,0,6,10,0,0,27,5,True,False,False,False,False,True,7,6623,6010,0,0,0,0,3158,2065,3114,1052,2055,3853,3364,25,0,0,0,0,0,698,7295,2548,5532,0,0,0,0,0,0,0,0,0,3868,680,5773,0,0,0,601,False,UTILITY,17,1578,0,11163,3229,3014,12992,0,1449,442,10,109,157,3,0,0,0,1686,0,0,3,0,80,11,10,35,True
0,0,9,0,0,0,2,15472,16,126,Jayce,1,3,8935,15972,8935,17727,0,6,2,1,0,4,0,False,True,True,False,False,False,0,17124,14750,0,2,2,0,3142,6694,3042,3158,3134,6692,3363,20,2,8,0,2,2,349,21715,2941,2831,0,52,1,0,1,0,0,4,0,207544,22221,13955,0,0,0,429,False,TOP,11,1764,28,235516,27320,0,18817,20,810,0,192,293,195,1,0,6257,2156,2030,4,5,1,0,38,2,6,9,True
1,3,5,0,1,0,0,18933,18,121,Khazix,6,4,3294,72586,3294,24584,0,1,2,0,3,3,5,False,False,False,True,False,False,1,15127,14250,0,1,1,0,2421,6692,6695,3158,6694,6676,3364,23,1,10,1567,10,1,1729,866,866,7605,0,198,0,0,0,0,0,0,0,272390,18511,22545,0,0,0,582,False,JUNGLE,8,1764,85,308072,19676,0,31394,60,19633,0,61,330,0,1,0,34816,299,1243,4,6,1,0,45,3,10,4,True
1,0,5,0,0,0,3,15430,16,166,Akshan,1,2,5615,13489,5615,15512,0,4,1,1,1,5,0,False,False,False,False,False,False,0,12833,11905,0,1,3,0,1055,6672,3111,3153,3036,1036,3363,24,2,9,551,4,2,811,8589,2253,3789,0,16,0,0,0,0,0,1,0,114983,17637,11409,0,0,0,953,False,MIDDLE,2,1764,4,148742,22826,0,16579,4,3538,0,175,106,148,1,0,25169,2935,1379,3,5,1,0,21,1,4,6,True
1,2,6,0,0,0,0,12631,14,45,Veigar,2,3,2617,2617,2617,15286,0,8,0,0,0,16,0,False,False,False,False,False,False,5,11666,10825,1,1,1,0,3157,3158,3040,6657,2055,0,3340,17,2,7,0,2,1,593,106313,20527,6676,0,0,0,0,1,0,0,2,0,5351,358,13638,0,0,0,806,False,BOTTOM,29,1764,0,112199,21421,0,23333,0,2198,0,169,110,226,1,0,534,534,3017,0,1,1,0,6,1,1,3,True
1,0,15,1,0,0,0,10642,13,53,Blitzcrank,12,7,558,558,558,21286,0,6,3,0,0,15,0,False,False,False,False,False,False,0,8151,7950,3,0,0,0,3860,3050,2420,3117,2055,3001,3364,22,0,0,0,0,0,423,12428,6681,4645,0,0,0,0,0,0,0,5,0,6167,1469,13047,0,0,0,616,False,UTILITY,47,1764,0,26405,8487,0,19446,0,1433,0,40,267,96,1,0,7809,336,1754,0,1,1,0,50,4,9,18,True
0,3,10,0,0,0,0,14296,15,98,Shen,1,5,542,542,542,41730,0,5,4,0,0,1,0,False,False,False,False,False,False,1,9224,9150,0,0,0,5,1054,1028,6662,3047,3068,3082,3363,23,1,3,0,2,1,655,28289,4766,9546,0,0,0,1,0,0,0,3,0,34128,5874,18976,0,0,0,544,False,TOP,36,1764,0,74133,10640,1384,29836,0,4651,0,116,1776,104,1,0,11715,0,1313,0,0,11,0,18,4,2,14,False
0,1,9,2,0,0,3,12017,14,64,LeeSin,11,23,0,10062,0,20286,0,7,18,0,1,16,0,False,False,False,False,False,False,0,10490,10050,0,0,0,5,3047,6630,2055,3071,1029,0,3340,44,1,7,0,3,1,413,36862,2606,7818,0,82,0,1,0,0,0,24,0,77871,8975,18571,0,0,0,176,False,JUNGLE,21,1764,60,135538,12221,855,28328,12,10222,0,37,530,160,1,0,20804,640,1938,0,0,11,0,36,20,2,28,False
0,1,7,0,0,0,0,14695,15,96,KogMaw,10,2,572,683,572,10056,0,10,0,0,0,8,0,False,False,False,False,False,False,0,12567,11100,0,0,0,5,6672,1055,3124,3153,0,3006,3363,19,2,6,333,2,1,341,31362,7224,4845,0,0,0,1,0,0,0,9,0,99352,11108,20672,0,0,0,213,False,MIDDLE,2,1764,0,156887,23755,0,27433,0,5344,0,224,111,274,1,0,26171,5421,1916,0,0,11,0,11,0,1,9,False
1,5,11,0,0,0,0,13065,15,222,Jinx,12,9,2555,3996,2555,7622,0,6,2,1,0,9,1,False,False,False,False,False,False,5,12240,11850,2,0,0,5,6672,3094,3031,3006,1018,1036,3363,30,2,6,621,4,2,575,6104,1529,4881,0,4,0,1,0,0,0,17,0,166191,19371,11229,0,0,0,756,False,BOTTOM,7,1764,4,196906,22353,0,17062,0,4200,339,222,32,141,3,0,24610,1452,951,1,1,11,0,25,2,3,11,False
0,1,14,0,0,0,0,11117,13,412,Thresh,5,9,1497,1963,1497,14676,0,6,4,0,0,4,0,False,False,False,False,False,False,1,7947,7125,1,0,0,5,2055,3857,2065,3050,0,3111,3364,25,0,3,0,0,1,532,24128,5467,7930,0,0,0,1,0,0,0,23,0,5903,501,11965,0,0,0,502,False,UTILITY,34,1764,0,37178,6531,1098,20689,0,1141,0,32,222,129,1,0,7145,562,793,0,1,11,0,31,5,4,13,False
0,2,10,0,1,0,0,11687,14,221,Zeri,2,1,3908,12133,3908,8425,0,10,0,2,0,2,0,False,False,False,False,False,False,0,13603,13800,0,0,0,1,6675,3155,1053,6672,3006,3085,3363,20,2,12,730,8,3,469,17275,7301,11908,0,8,0,1,0,0,0,5,0,100506,18385,12359,0,0,0,213,False,BOTTOM,8,1706,4,137914,27715,0,25023,0,2220,0,169,90,301,1,2,20132,2028,756,0,1,8,0,14,0,1,8,False
0,0,4,0,0,0,0,12062,14,103,Ahri,6,4,1314,4177,1314,9102,0,12,1,0,0,11,0,False,False,False,False,False,False,4,10063,10025,0,0,0,1,3191,6656,2421,4645,3158,3108,3363,23,2,7,0,3,1,196,48850,10834,12882,0,1,0,1,0,0,0,5,0,9200,1157,10253,0,0,0,395,False,MIDDLE,27,1706,0,79975,15572,0,24382,1,1725,0,131,65,348,1,0,21923,3580,1247,1,1,8,0,28,1,1,9,False
0,0,1,0,0,0,0,13405,15,84,Akali,9,1,1057,3080,1057,16795,0,12,0,2,0,7,0,False,False,False,True,False,False,0,12057,11800,0,0,0,1,3157,3152,3020,4645,1026,0,3340,18,1,8,0,2,2,276,69713,17221,11509,0,0,0,1,0,0,0,2,0,15015,1547,19485,0,0,0,680,False,TOP,1,1706,0,97010,19764,0,32880,0,756,0,155,51,394,1,0,12280,995,1885,1,1,8,0,21,0,2,10,False
0,2,4,0,0,0,0,13625,15,86,Garen,9,2,4822,23755,4822,31256,0,9,1,1,0,4,0,False,False,False,False,False,False,0,12291,11850,0,0,0,1,1028,6631,2055,3033,6333,3006,3364,18,1,5,681,2,2,436,0,0,9511,0,116,0,1,0,0,0,13,0,154549,9220,22260,2,0,0,381,False,JUNGLE,23,1706,78,181804,11673,0,32982,16,6515,0,64,298,291,1,0,27254,2452,1210,2,2,8,0,11,2,1,3,False
0,0,13,0,0,0,1,9382,12,89,Leona,29,4,1445,2524,1445,31964,0,10,0,0,0,4,0,False,False,False,False,False,False,0,9333,8600,3,0,0,1,3857,2065,3111,3075,1057,3066,3364,20,1,5,37,2,1,390,9088,3950,8604,0,0,0,1,0,0,0,28,0,7770,2590,17605,9,0,0,238,False,UTILITY,44,1706,0,22703,7206,0,27378,0,1501,522,29,69,283,5,0,5844,664,1168,0,1,8,0,16,0,0,9,False
0,0,10,0,0,0,1,14124,15,24,Jax,9,1,1362,11614,1362,14281,0,8,0,0,1,17,0,False,False,False,False,False,False,0,12102,11000,0,0,0,0,3100,4633,3006,3115,0,0,3340,24,3,8,0,2,1,473,120055,11962,9704,0,150,0,0,0,0,0,9,0,68548,5824,14855,0,0,0,549,False,JUNGLE,17,1706,112,219301,19162,0,26137,16,7612,0,39,274,255,1,0,30696,1376,1577,0,0,4,0,11,0,2,3,True
0,0,14,0,0,0,13,17152,17,64,LeeSin,0,5,10079,26311,10079,30221,0,2,3,2,1,0,0,False,True,False,False,False,False,0,15865,15150,0,0,1,0,6333,1037,3158,3156,3071,6692,3340,23,2,16,0,13,3,451,52721,6952,8960,0,8,0,0,1,0,0,2,0,109848,29908,11055,0,0,0,360,False,TOP,24,1706,2,165385,38594,648,22794,0,8581,0,154,399,42,1,1,2815,1733,2777,6,6,4,0,14,3,1,11,True
0,1,14,0,0,0,1,14509,15,105,Fizz,11,0,5739,7998,5739,12309,0,6,0,2,0,0,0,False,False,False,False,False,False,6,13974,12650,0,1,1,0,3157,2033,3020,4630,3089,6655,3364,19,3,16,0,9,3,446,108744,26755,8418,0,8,0,0,1,0,0,1,0,17319,3728,11990,0,0,0,398,False,MIDDLE,14,1706,4,129245,31592,0,22734,4,2939,0,132,172,190,1,2,3181,1109,2325,2,5,4,0,3,0,0,1,True
2,2,30,0,0,0,0,12387,14,117,Lulu,19,10,1213,2426,1213,11127,0,8,3,0,1,6,1,False,False,False,False,False,False,25,9544,9000,0,0,1,0,3853,2065,3222,3011,3158,2055,3364,27,0,3,0,0,1,682,13988,4356,6861,0,4,1,0,1,0,0,28,0,3701,1162,9237,0,0,0,299,False,UTILITY,36,1706,0,18715,6544,4028,18128,0,2200,113,16,235,128,2,0,1025,1025,2028,0,5,4,0,51,5,1,24,True
0,0,16,0,0,0,3,11523,14,51,Caitlyn,0,0,4756,5917,4756,8932,0,13,0,2,0,0,1,False,False,False,False,False,False,0,11842,10550,0,0,0,0,6692,3046,3006,6676,1018,0,3363,23,3,10,952,3,2,145,1590,906,7127,0,4,0,0,0,0,0,0,0,94175,18475,9987,0,0,0,521,False,BOTTOM,24,1706,1,96788,20405,93,19643,3,1228,434,103,66,321,3,0,1022,1022,2529,0,2,4,0,11,0,2,6,True
0,0,5,0,0,0,0,18411,18,164,Camille,6,4,7173,9492,7173,64718,0,10,1,2,0,3,0,False,False,False,False,False,False,5,16238,16955,0,0,0,1,3158,3074,3024,3156,6333,6632,3364,28,2,12,0,6,2,414,1223,1223,15505,0,4,0,1,0,0,0,8,0,130628,23219,27865,0,0,0,544,False,TOP,36,2049,0,171434,42372,0,49686,2,17659,0,198,163,372,1,0,39583,17929,6315,2,2,9,0,5,1,0,3,False
0,0,4,0,0,0,0,18278,17,24,Jax,0,1,1171,25382,1171,36070,0,11,0,0,0,2,0,False,False,False,False,False,False,0,15253,13883,1,0,0,1,3078,1038,3111,3153,3091,3133,3340,24,2,8,0,2,1,449,98821,8651,14390,0,167,0,1,0,0,0,11,0,166247,14837,22683,0,0,0,685,False,JUNGLE,25,2049,141,315493,25319,0,41120,0,11943,0,77,435,367,1,0,50423,1830,4046,0,0,9,0,28,0,3,12,False
0,0,5,0,0,0,0,16143,16,90,Malzahar,0,2,1046,3054,1046,16080,0,8,0,0,0,0,0,False,False,False,False,False,False,5,11786,11200,0,0,0,1,3020,3157,3116,3916,0,6653,3340,20,1,5,0,2,1,468,125691,22618,8296,0,7,0,1,0,0,0,0,0,6764,307,8732,0,0,0,70,False,MIDDLE,68,2049,6,136146,25076,0,19855,0,768,0,176,581,279,1,0,3690,2150,2826,1,1,9,0,21,0,0,12,False
0,2,7,0,0,0,0,14612,15,222,Jinx,0,3,7435,9947,7435,16227,0,9,0,0,0,14,0,False,False,False,False,False,False,0,13893,14000,0,0,0,1,0,3036,3026,3094,6672,3006,3363,27,0,2,489,0,1,1125,5187,845,10241,0,23,0,1,0,0,0,2,0,162667,13325,14181,0,0,0,209,False,BOTTOM,21,2049,17,181276,15773,0,26117,0,3107,0,236,49,386,1,0,13421,1601,1695,2,3,9,0,17,0,0,11,False
0,1,11,1,1,0,0,13834,15,412,Thresh,5,5,879,1384,879,23391,0,5,3,0,0,21,1,False,False,False,False,False,False,2,8991,8425,0,0,0,1,2065,3860,3076,4401,1028,3047,3364,24,0,2,3,0,1,1133,26588,10535,5750,0,4,0,1,0,0,0,9,0,7509,967,13724,1,0,0,558,False,UTILITY,43,2049,0,38448,11582,1465,22157,0,2160,728,44,216,218,3,0,4350,79,2683,0,0,9,0,68,3,4,28,False
1,0,10,0,0,0,3,14454,15,54,Malphite,0,10,3072,5269,3072,53019,0,7,1,1,1,1,1,False,False,False,False,False,False,0,10775,9600,0,0,1,0,3075,3047,6662,3082,2055,3024,3340,28,2,7,86,3,2,642,41166,13606,7582,0,16,0,0,1,0,0,6,0,45720,8267,13173,0,0,0,395,False,TOP,50,2049,12,91127,24463,0,28984,0,2422,0,94,1760,263,1,0,4240,2590,8227,1,4,5,0,18,3,0,6,True
0,5,5,0,0,0,3,16483,17,86,Garen,5,4,2705,8573,2705,38847,0,7,2,0,0,7,0,False,False,False,False,False,False,0,10951,10050,1,0,0,0,3857,6631,3071,3047,3133,1031,3364,17,1,4,0,3,1,523,0,0,8884,0,16,0,0,0,0,0,11,0,108472,6812,20457,1,0,0,381,False,UTILITY,28,2049,16,137100,10484,0,32972,0,13,0,110,262,233,1,0,28627,3672,3630,1,1,5,0,38,2,2,18,True
0,0,9,1,0,0,2,22878,18,157,Yasuo,16,2,5479,13169,5479,51398,0,8,1,2,0,8,0,False,True,True,False,False,False,0,18009,15645,0,0,1,0,6333,3031,0,6673,3026,3006,3340,22,3,11,770,4,2,641,17443,2076,11524,0,12,0,0,1,0,0,2,0,255243,27582,15097,0,0,0,680,False,MIDDLE,38,2049,4,285560,34080,0,34160,8,10114,0,266,287,341,1,0,12874,4421,7538,1,5,5,0,25,1,1,13,True
0,0,11,0,0,0,2,17248,17,81,Ezreal,15,1,12757,36075,12757,13292,0,4,0,1,0,9,0,False,False,False,True,False,False,3,14327,11950,1,0,1,0,1055,3508,3042,3047,6675,3035,3340,19,2,6,635,2,2,811,30234,5834,6396,0,23,0,0,1,0,0,25,0,185699,13918,12469,7,0,0,238,False,BOTTOM,6,2049,19,229085,22171,0,21252,0,6920,164,220,175,162,2,0,13150,2418,2386,4,6,5,0,9,0,1,3,True
3,2,12,0,0,0,2,20276,18,79,Gragas,5,4,2196,57032,2196,38758,0,4,3,3,4,3,2,False,False,False,False,False,False,0,16767,15260,0,1,1,0,3157,3089,4636,4645,3158,0,3364,18,3,15,0,11,3,1435,217186,29457,14625,0,159,1,0,1,0,0,22,0,27533,1765,25268,0,0,0,213,False,JUNGLE,47,2049,107,292527,35686,0,42111,8,21945,0,51,676,216,1,1,47807,4462,2216,1,4,5,0,26,3,4,4,True
0,0,8,0,0,0,0,24622,18,420,Illaoi,9,8,6011,8052,6011,66766,0,11,3,0,0,3,0,False,False,False,False,False,False,0,17390,16225,0,2,2,0,3121,6662,3047,3071,3181,3075,3340,32,1,4,44,2,1,443,2038,495,11054,0,0,0,0,0,0,0,7,0,238891,25386,31318,0,0,0,41,False,TOP,11,2594,0,263350,25882,0,50100,0,9475,0,273,2119,451,1,0,22420,0,7727,2,3,5,0,27,3,1,14,True
0,1,12,0,0,0,0,22395,18,35,Shaco,0,1,2770,31039,2770,28146,0,7,0,1,0,0,0,False,False,False,False,False,False,2,18069,17950,0,1,2,0,6691,3508,3009,3036,6676,3026,3340,24,4,15,972,4,2,567,56095,14078,5222,0,108,1,0,1,0,0,0,0,125905,18061,31230,0,0,0,506,False,JUNGLE,32,2594,74,228451,34425,0,42755,21,16317,0,45,732,338,1,0,46453,2285,6301,1,2,5,0,54,0,12,17,True
1,3,10,0,0,0,0,22546,18,81,Ezreal,32,2,5614,17083,5614,20757,0,13,0,0,0,6,0,False,False,False,False,False,False,0,16283,14550,0,1,1,0,6694,3508,6691,3158,3042,3133,3364,25,0,5,688,0,1,507,51300,15475,7797,0,20,0,0,0,0,0,6,0,216429,20052,25476,2,0,0,401,False,MIDDLE,3,2594,14,272295,37708,0,37553,0,9354,0,249,102,531,1,0,4565,2180,4278,2,3,5,0,33,0,7,10,True
0,6,15,0,0,0,0,26618,18,119,Draven,5,8,12268,81969,12268,45270,0,8,0,3,2,34,9,False,True,False,True,False,False,8,27820,30120,0,0,3,0,6676,3031,3036,3072,3026,6692,3363,35,5,21,1532,6,2,548,0,0,6245,0,92,0,0,0,0,0,11,0,419378,66312,27198,2,0,0,199,False,BOTTOM,23,2594,56,442560,70365,0,39567,22,18299,310,221,169,332,3,0,23182,4052,6123,4,6,5,0,68,0,10,15,True
0,11,18,0,2,0,0,19750,18,31,Chogath,23,6,2388,30307,2388,73346,0,12,0,0,4,18,2,True,False,True,False,False,False,22,16022,15850,0,0,1,0,6656,3105,3157,3068,3047,4401,3364,30,1,8,0,3,1,370,127156,24402,18816,0,34,0,0,0,0,0,13,0,12230,1701,50108,0,0,0,204,False,UTILITY,103,2594,4,167642,36677,0,74746,2,13744,0,86,446,470,1,0,28255,10573,5821,1,5,5,0,63,1,4,25,True
3,0,12,0,1,0,0,21131,18,222,Jinx,21,5,1777,5769,1777,19869,0,10,0,0,0,11,0,False,False,False,False,False,False,4,16596,15000,5,0,0,4,3031,6671,3006,3085,3072,1018,3340,29,1,4,803,2,1,506,1799,1341,10189,0,36,0,1,0,1,0,31,0,255118,18846,23682,9,0,0,238,False,BOTTOM,20,2594,29,283378,20188,0,36748,0,9246,344,258,107,399,3,0,26460,0,2876,0,1,11,0,15,0,1,9,False
0,2,15,0,0,0,1,22270,18,113,Sejuani,7,8,804,9002,804,100135,0,9,7,0,0,10,1,False,False,False,False,False,False,3,16720,14725,0,0,0,4,3075,3047,3084,3110,3083,6660,3364,32,2,8,74,2,1,646,68755,9898,16872,0,148,0,1,0,1,0,7,0,125891,12329,45034,0,0,0,395,False,JUNGLE,39,2594,105,252679,25511,0,67167,15,13265,1549,63,1053,360,5,0,58033,3283,5260,0,2,11,0,29,7,3,9,False
0,3,8,0,0,0,4,28750,18,96,KogMaw,9,2,3903,14070,3903,22603,0,8,0,1,0,11,0,False,False,False,False,False,False,0,21946,18200,0,0,0,4,3026,6672,3006,3091,3153,3036,3363,28,4,19,673,8,2,721,75119,24759,8914,0,22,0,1,0,0,0,17,0,226972,35555,25649,0,0,0,213,False,MIDDLE,13,2594,16,335604,70168,0,37230,0,11198,0,280,195,365,1,0,33513,9853,2666,1,1,11,0,24,0,2,14,False
0,0,14,0,1,0,2,27950,18,41,Gangplank,41,4,4569,16275,4569,28560,0,11,2,1,0,9,0,False,False,False,False,False,False,2,24852,21700,0,0,0,4,3158,6673,3508,6675,3074,3036,3363,30,4,12,1614,3,2,759,24830,9739,10819,0,12,0,1,0,0,1,3,0,413573,35099,30562,0,0,0,680,False,TOP,16,2594,6,465194,54815,0,45401,0,13354,0,327,417,513,1,0,26790,9977,4019,2,2,11,0,49,2,4,19,False
3,8,12,0,0,0,0,16676,17,86,Garen,14,9,798,798,798,46558,0,15,7,1,0,5,0,False,False,False,False,False,False,0,14142,12625,0,0,0,4,3857,6631,3133,3033,3047,3071,3364,29,2,8,509,3,2,618,0,0,10724,0,4,0,1,0,0,0,22,0,60609,20652,38963,2,0,0,381,False,UTILITY,68,2594,0,74936,28183,0,54388,0,1362,0,58,187,480,1,0,14327,7530,4700,1,1,11,0,90,7,6,38,False
0,6,3,0,0,0,0,23212,18,875,Sett,14,1,2759,6073,2759,53383,0,12,0,1,0,0,0,False,False,False,False,False,False,1,15772,15750,0,0,0,1,3153,3082,6630,3111,3748,3076,3363,30,1,6,4,2,2,364,232,100,21037,0,0,0,0,0,0,0,2,0,183334,26894,30339,0,0,0,335,False,TOP,23,2756,0,219884,32574,0,53319,0,6925,0,212,227,551,1,0,36317,5579,1941,2,2,6,0,53,0,5,15,True
0,1,12,0,3,0,1,27575,18,245,Ekko,58,9,5618,92591,5618,55560,0,4,5,1,5,31,5,False,True,False,False,False,False,0,22897,22945,0,1,1,1,4629,3152,3157,3165,3115,3135,3364,30,4,18,0,6,2,1269,338374,48247,20731,0,209,1,0,1,2,0,73,0,42279,5741,41659,0,0,0,176,False,JUNGLE,31,2756,121,443527,57277,0,65439,14,35332,0,71,620,173,1,0,62873,3287,3049,3,4,6,0,64,5,8,9,True
0,2,10,0,0,0,3,29500,18,38,Kassadin,4,6,5257,9462,5257,39632,0,5,0,4,0,12,2,True,False,False,False,False,False,0,21812,21150,3,0,0,1,6656,3157,3040,3089,4645,3135,3363,32,2,13,0,9,2,654,263416,41476,15495,0,8,0,0,1,0,0,19,0,30007,1837,34635,0,0,0,212,False,MIDDLE,43,2756,4,301149,46040,0,54272,4,11621,0,302,273,187,1,0,7724,2725,4142,3,4,6,0,37,0,5,15,True
0,5,16,0,1,0,0,24582,18,236,Lucian,24,9,2244,30864,2244,32988,0,11,3,2,0,21,2,False,False,False,False,False,False,17,20950,20975,0,0,1,1,6671,3072,3031,3036,3508,3047,3363,30,3,13,1057,3,2,488,15568,5779,14581,0,68,0,0,0,0,1,20,0,324222,55410,26933,0,0,0,756,False,BOTTOM,8,2756,39,344508,61757,0,43854,12,11735,0,231,90,439,1,0,4718,568,2339,1,1,6,1,52,3,7,18,True
0,1,21,0,0,0,0,18171,17,412,Thresh,16,11,2471,4217,2471,37405,0,10,7,0,0,7,4,False,False,False,False,False,False,3,12761,11625,0,0,1,1,1057,3857,2065,3158,3050,3075,3364,28,0,2,3,0,1,468,23265,9802,18843,0,0,0,0,0,0,0,20,0,7667,1047,23831,0,0,0,502,False,UTILITY,64,2756,0,39089,14088,3068,44483,0,4478,0,51,373,319,1,0,8156,3238,1808,0,2,6,0,121,7,24,37,True
0,1,11,0,0,0,1,24793,18,14,Sion,2,10,12405,16314,12405,183614,0,9,2,1,0,5,4,False,False,False,True,False,False,1,20287,19850,0,0,1,1,3068,4401,3111,3084,3748,3181,3364,35,3,11,0,2,2,822,105985,23437,39294,0,5,0,1,0,0,0,4,0,211359,37241,62120,0,0,0,252,False,TOP,61,2756,0,329723,61603,0,109610,0,15995,0,330,865,337,1,0,12378,923,8194,3,5,9,0,56,2,15,10,False
1,0,9,0,0,0,0,22385,18,234,Viego,11,4,1558,53922,1558,66471,0,12,1,3,1,9,2,False,False,False,False,False,False,0,19945,21245,0,0,1,1,6672,3153,3026,3091,3156,3111,3364,32,4,15,747,5,3,409,33193,11490,29550,0,184,0,1,0,0,0,46,0,293885,39347,33269,1,0,0,32,False,JUNGLE,39,2756,142,383561,58242,0,66457,10,31535,0,90,393,538,1,1,56483,7405,3636,0,1,9,0,31,5,6,3,False
0,26,10,3,0,0,0,16999,17,126,Jayce,21,16,3173,14012,3173,32008,0,8,10,1,1,4,1,False,False,False,False,False,False,20,16122,15725,2,1,1,1,6692,3042,3156,1038,6694,3111,3364,39,1,6,0,4,2,759,9639,4744,10018,0,12,0,1,0,0,0,22,0,128498,22810,15219,0,0,0,105,False,MIDDLE,10,2756,8,146717,29704,0,27789,0,4264,0,182,67,319,1,0,8579,2149,2551,1,2,9,0,51,11,4,22,False
1,9,12,0,0,0,0,19539,18,222,Jinx,14,9,3848,18246,3848,16914,0,12,6,0,0,8,0,False,False,False,False,False,False,1,17158,16555,1,0,1,1,3036,2420,3046,3006,6672,3031,3363,34,0,6,917,0,1,490,1847,1007,14816,0,72,0,1,0,0,0,49,0,306565,20137,17221,2,0,0,81,False,BOTTOM,30,2756,64,326722,22549,0,33084,0,7114,327,245,146,418,3,0,18309,1405,1046,1,2,9,0,49,8,8,24,False
2,6,18,0,0,0,0,15920,16,101,Xerath,39,20,856,3794,856,7395,0,11,15,0,0,24,1,False,False,False,False,False,False,24,13491,11915,1,0,1,1,6655,3853,4643,3135,3108,3020,3364,36,1,4,0,2,1,398,100439,47359,16197,0,0,0,1,0,0,0,9,0,1940,466,5764,0,0,0,306,False,UTILITY,49,2756,0,104701,50147,0,22855,0,979,0,46,252,307,1,0,2321,2321,892,1,2,9,0,161,7,10,76,False
1,2,3,0,1,0,4,17418,17,268,Azir,4,2,11099,25490,11099,15280,0,3,0,1,0,4,0,False,False,False,False,False,False,0,14320,12750,0,1,1,1,6657,4645,4630,1082,3089,3020,3363,20,2,10,0,5,3,588,188741,19415,6337,0,20,0,0,1,0,0,14,0,6381,892,13928,0,0,0,212,False,MIDDLE,11,1851,13,195976,20405,0,20953,0,2636,0,221,167,87,1,1,854,97,688,4,6,8,0,32,0,4,10,True
0,0,23,2,0,0,1,13160,15,113,Sejuani,33,15,1107,21884,1107,37992,0,3,9,0,4,18,1,False,False,False,False,False,False,1,10301,9175,0,0,1,1,3068,6667,0,3047,1027,1028,3364,33,0,1,0,0,1,280,52502,8180,9667,0,101,0,0,1,1,0,75,0,66443,6397,22353,1,0,0,176,False,JUNGLE,39,1851,71,162430,15717,0,32793,4,17466,3987,35,335,45,5,0,43484,1138,771,1,4,8,0,27,9,4,10,True
1,3,12,0,0,0,0,14671,15,98,Shen,10,2,1040,1040,1040,31255,0,7,1,0,0,0,0,False,False,False,False,False,False,0,9429,9125,1,0,1,1,3084,3076,2031,3748,3111,0,3363,19,1,3,0,2,1,939,11891,3257,6834,0,0,0,0,0,0,0,1,0,57293,7490,21434,0,0,0,335,False,TOP,20,1851,0,74593,12277,1988,28622,0,1685,0,104,204,90,1,0,5408,1530,354,1,2,8,0,16,1,2,11,True
